row_id,company_id,memory_type,statement,source,source_id,status_before,status_after,first_seen_at,last_seen_at,closed_at,cleanup_timestamp,approval_id
668,END,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
669,COH,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
670,WES,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
671,WBC,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
672,KEY,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
673,GCM,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:06+00:00,2026-05-04T08:25:06+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
674,MAR,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:07+00:00,2026-05-04T08:25:07+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
675,CLT,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
676,WIN,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
677,SKT,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
678,VCE,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
679,SNW,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
680,LON,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
681,PET,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
682,STK,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:08+00:00,2026-05-04T08:25:08+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1607,ENDV,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:04+00:00,2026-05-05T04:19:04+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1608,KEYP,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1609,GCMC,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1610,MARINO,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1611,CLAR,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1612,LIVN,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1613,SN,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
1614,LION,observed_fact,Atlassian's share price is up about 30% due to better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:19:05+00:00,2026-05-05T04:19:05+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
393,ASX,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:19+00:00,2026-05-04T08:24:19+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
394,TXT,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:19+00:00,2026-05-04T08:24:19+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
395,XTX,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
396,A2 MILK,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
397,ENDEAVOR GROUP,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
399,NAB,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
400,BHP,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
401,KEY PETROLEUM,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
402,GCM CORPORATION,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
403,MARINO AND CO,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
404,CLARITY,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
405,WIN MEDALS,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
406,AXEN GROUP,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:20+00:00,2026-05-04T08:24:20+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
407,STRICKLAND METALS,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:21+00:00,2026-05-04T08:24:21+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
408,LION TOWN,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:21+00:00,2026-05-04T08:24:21+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
409,IMRO,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
410,PENINSULA,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
411,BRAIN CHIP,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
412,VERITUS,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
413,PETTIMED,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
414,IMPEDIMED,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
415,INDE,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
416,PETT,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
417,C79,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
418,A2M,catalyst,ATLASSIAN's better-than-expected results,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:22+00:00,2026-05-04T08:24:22+00:00,,2026-05-05T07:52:15+00:00,approved_by_user_20260505_first_batch_249
