row_id,company_id,memory_type,statement,original_status,new_status,source,source_id,confidence,materiality,persistence,first_seen_at,last_seen_at,closed_at,duplicate_cluster_id,fanout_cluster_size,classification,dry_run_change_log_event
27,WIN MEDALS,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
28,AXEN GROUP,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
29,STRICKLAND METALS,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
30,LION TOWN,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
31,IMRO,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
32,PENINSULA,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
33,BRAIN CHIP,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:27+00:00,2026-05-04T08:23:27+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
34,VERITUS,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
35,PETTIMED,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
36,IMPEDIMED,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
37,INDE,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
38,PETT,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
39,C79,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
40,A2M,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
41,ACCENT GROUP,observed_fact,ATLASSIAN's share price is up about 30% due to better-than-expected results,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:28+00:00,2026-05-04T08:23:28+00:00,,fanout_0007,50,candidate_expire_duplicate_fanout,dry_run_expire
69,ASX,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
70,TXT,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
71,XTX,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:30+00:00,2026-05-04T08:23:30+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
72,A2 MILK,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:31+00:00,2026-05-04T08:23:31+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
73,ENDEAVOR GROUP,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:31+00:00,2026-05-04T08:23:31+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
75,NAB,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:31+00:00,2026-05-04T08:23:31+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
76,BHP,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
77,KEY PETROLEUM,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
78,GCM CORPORATION,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
79,MARINO AND CO,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
80,CLARITY,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
81,WIN MEDALS,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
82,AXEN GROUP,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
83,STRICKLAND METALS,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
84,LION TOWN,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
85,IMRO,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
86,PENINSULA,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
87,BRAIN CHIP,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
88,VERITUS,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:32+00:00,2026-05-04T08:23:32+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
89,PETTIMED,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:33+00:00,2026-05-04T08:23:33+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
90,IMPEDIMED,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:33+00:00,2026-05-04T08:23:33+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
91,INDE,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:33+00:00,2026-05-04T08:23:33+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
92,PETT,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:33+00:00,2026-05-04T08:23:33+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
93,C79,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:33+00:00,2026-05-04T08:23:33+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
94,A2M,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:34+00:00,2026-05-04T08:23:34+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
95,ACCENT GROUP,observed_fact,"ATLASSIAN's share price closed at $88.88, which is considered lucky in Chinese culture",active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:34+00:00,2026-05-04T08:23:34+00:00,,fanout_0024,27,candidate_expire_duplicate_fanout,dry_run_expire
177,ASX,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
178,TXT,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
179,XTX,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
180,A2 MILK,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
181,ENDEAVOR GROUP,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
182,ATLASSIAN,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
183,NAB,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
184,BHP,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
185,KEY PETROLEUM,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
186,GCM CORPORATION,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
187,MARINO AND CO,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
188,CLARITY,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
189,WIN MEDALS,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:46+00:00,2026-05-04T08:23:46+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
190,AXEN GROUP,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:47+00:00,2026-05-04T08:23:47+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
191,STRICKLAND METALS,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:47+00:00,2026-05-04T08:23:47+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
192,LION TOWN,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:47+00:00,2026-05-04T08:23:47+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
193,IMRO,observed_fact,PETTIMED's share price is down 35.71%,active,expired,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,0.82,0.71,short,2026-05-04T08:23:47+00:00,2026-05-04T08:23:47+00:00,,fanout_0012,50,candidate_expire_duplicate_fanout,dry_run_expire
