row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any,sample_review_label,entity_text_present_in_statement,review_note
157,BHP,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
158,KEY PETROLEUM,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
159,GCM CORPORATION,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
160,MARINO AND CO,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
161,CLARITY,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
162,WIN MEDALS,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
163,AXEN GROUP,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
164,STRICKLAND METALS,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
165,LION TOWN,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
166,IMRO,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
167,PENINSULA,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:43+00:00,2026-05-04T08:23:43+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
168,BRAIN CHIP,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:44+00:00,2026-05-04T08:23:44+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
169,VERITUS,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:44+00:00,2026-05-04T08:23:44+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
170,PETTIMED,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:44+00:00,2026-05-04T08:23:44+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
171,IMPEDIMED,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:44+00:00,2026-05-04T08:23:44+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
172,INDE,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,yes,possible_future_manual_expiry_review
173,PETT,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
174,C79,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
175,A2M,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
176,ACCENT GROUP,observed_fact,Indeed's share price has more than halved since 2022,active,0.84,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-04T08:23:45+00:00,2026-05-04T08:23:45+00:00,fanout_0015,42,blocked_uncertain_signal_quality,do_not_touch_blocked,statement is too low-information or ambiguous for safe automated cleanup,medium,HIGH,yes,company_memory.sqlite:memory_entries,DATA_MISSING,blocked_uncertain,no,possible_future_manual_expiry_review
