row_id,company_id,memory_type,statement,source,source_id,status_before,status_after,first_seen_at,last_seen_at_before,last_seen_at_after,closed_at_before,closed_at_after,cleanup_timestamp,approval_id,mutation_path
289,ENDEAVOR GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
293,KEY PETROLEUM,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
294,GCM CORPORATION,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
295,MARINO AND CO,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
297,WIN MEDALS,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
298,AXEN GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
299,STRICKLAND METALS,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
300,LION TOWN,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
303,BRAIN CHIP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
307,INDE,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
308,PETT,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
309,C79,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
311,ACCENT GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
528,ASX,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
529,TXT,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
530,XTX,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
531,A2 MILK,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
532,ENDEAVOR GROUP,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:43+00:00,2026-05-04T08:24:43+00:00,2026-05-04T08:24:43+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
533,ATLASSIAN,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
534,NAB,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
535,BHP,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
536,KEY PETROLEUM,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
537,GCM CORPORATION,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
538,MARINO AND CO,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
539,CLARITY,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
540,WIN MEDALS,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
541,AXEN GROUP,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
542,STRICKLAND METALS,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
543,LION TOWN,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
544,IMRO,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
545,PENINSULA,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
546,BRAIN CHIP,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
547,VERITUS,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
548,PETTIMED,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
549,IMPEDIMED,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
550,INDE,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
551,PETT,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
552,C79,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
553,A2M,catalyst,ACCENT GROUP's downgrade announcement,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
639,A2 MILK,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
640,ENDEAVOR GROUP,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
644,KEY PETROLEUM,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
645,GCM CORPORATION,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
646,MARINO AND CO,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
648,WIN MEDALS,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
649,AXEN GROUP,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
650,STRICKLAND METALS,risk,PETTIMED's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,,,2026-05-13T05:55:27+00:00,approved_by_user_20260513_status_only_batch2_100_20260513_055527,docker_exec_fe_worker_status_only_sqlite_transaction
