row_id,cluster_id,prior_cluster_id,company_id,memory_type,statement,status,confidence,materiality,source,source_id,first_seen_at,last_seen_at,proposed_action,action_basis,cleanup_safe_without_approval
300,active_fanout_0003,fanout_0003,LION TOWN,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
303,active_fanout_0003,fanout_0003,BRAIN CHIP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
307,active_fanout_0003,fanout_0003,INDE,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
308,active_fanout_0003,fanout_0003,PETT,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:06+00:00,2026-05-04T08:24:06+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
309,active_fanout_0003,fanout_0003,C79,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
311,active_fanout_0003,fanout_0003,ACCENT GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:07+00:00,2026-05-04T08:24:07+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
528,active_fanout_0004,fanout_0004,ASX,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
529,active_fanout_0004,fanout_0004,TXT,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
530,active_fanout_0004,fanout_0004,XTX,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
531,active_fanout_0004,fanout_0004,A2 MILK,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:42+00:00,2026-05-04T08:24:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
532,active_fanout_0004,fanout_0004,ENDEAVOR GROUP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:43+00:00,2026-05-04T08:24:43+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
533,active_fanout_0004,fanout_0004,ATLASSIAN,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
534,active_fanout_0004,fanout_0004,NAB,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
535,active_fanout_0004,fanout_0004,BHP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
536,active_fanout_0004,fanout_0004,KEY PETROLEUM,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
537,active_fanout_0004,fanout_0004,GCM CORPORATION,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
538,active_fanout_0004,fanout_0004,MARINO AND CO,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
539,active_fanout_0004,fanout_0004,CLARITY,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
540,active_fanout_0004,fanout_0004,WIN MEDALS,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
541,active_fanout_0004,fanout_0004,AXEN GROUP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
542,active_fanout_0004,fanout_0004,STRICKLAND METALS,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
543,active_fanout_0004,fanout_0004,LION TOWN,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
544,active_fanout_0004,fanout_0004,IMRO,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:44+00:00,2026-05-04T08:24:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
545,active_fanout_0004,fanout_0004,PENINSULA,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
546,active_fanout_0004,fanout_0004,BRAIN CHIP,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
547,active_fanout_0004,fanout_0004,VERITUS,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
548,active_fanout_0004,fanout_0004,PETTIMED,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
549,active_fanout_0004,fanout_0004,IMPEDIMED,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
550,active_fanout_0004,fanout_0004,INDE,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
551,active_fanout_0004,fanout_0004,PETT,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:45+00:00,2026-05-04T08:24:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
552,active_fanout_0004,fanout_0004,C79,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
553,active_fanout_0004,fanout_0004,A2M,catalyst,ACCENT GROUP's downgrade announcement,active,0.72,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:46+00:00,2026-05-04T08:24:46+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
639,active_fanout_0001,fanout_0001,A2 MILK,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
640,active_fanout_0001,fanout_0001,ENDEAVOR GROUP,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:00+00:00,2026-05-04T08:25:00+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
644,active_fanout_0001,fanout_0001,KEY PETROLEUM,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
645,active_fanout_0001,fanout_0001,GCM CORPORATION,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:01+00:00,2026-05-04T08:25:01+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
646,active_fanout_0001,fanout_0001,MARINO AND CO,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
648,active_fanout_0001,fanout_0001,WIN MEDALS,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
649,active_fanout_0001,fanout_0001,AXEN GROUP,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
650,active_fanout_0001,fanout_0001,STRICKLAND METALS,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
651,active_fanout_0001,fanout_0001,LION TOWN,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:02+00:00,2026-05-04T08:25:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
654,active_fanout_0001,fanout_0001,BRAIN CHIP,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:03+00:00,2026-05-04T08:25:03+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
662,active_fanout_0001,fanout_0001,ACCENT GROUP,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
826,active_fanout_0003,fanout_0003,END,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:39+00:00,2026-05-04T08:25:39+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
827,active_fanout_0003,fanout_0003,COH,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:40+00:00,2026-05-04T08:25:40+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
828,active_fanout_0003,fanout_0003,WES,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:41+00:00,2026-05-04T08:25:41+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
829,active_fanout_0003,fanout_0003,WBC,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:41+00:00,2026-05-04T08:25:41+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
830,active_fanout_0003,fanout_0003,KEY,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:41+00:00,2026-05-04T08:25:41+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no
