row_id,cluster_id,prior_cluster_id,company_id,memory_type,statement,status,confidence,materiality,source,source_id,first_seen_at,last_seen_at,proposed_action,action_basis,cleanup_safe_without_approval,api_sequence,api_http_status,api_body
657,active_fanout_0001,fanout_0001,IMPEDIMED,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:03+00:00,2026-05-04T08:25:03+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,11,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""IMPEDIMED"", ""confidence"": 0.79, ""entity_id"": ""IMPEDIMED"", ""entry_id"": 657, ""first_seen_at"": ""2026-05-04T08:25:03+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""PETTIMED's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""IMPEDIMED""}"
658,active_fanout_0001,fanout_0001,INDE,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,12,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""INDE"", ""confidence"": 0.79, ""entity_id"": ""INDE"", ""entry_id"": 658, ""first_seen_at"": ""2026-05-04T08:25:04+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""PETTIMED's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""INDE""}"
660,active_fanout_0001,fanout_0001,C79,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,13,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""C79"", ""confidence"": 0.79, ""entity_id"": ""C79"", ""entry_id"": 660, ""first_seen_at"": ""2026-05-04T08:25:04+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""PETTIMED's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""C79""}"
661,active_fanout_0001,fanout_0001,A2M,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,14,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""A2M"", ""confidence"": 0.79, ""entity_id"": ""A2M"", ""entry_id"": 661, ""first_seen_at"": ""2026-05-04T08:25:04+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""PETTIMED's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""A2M""}"
1065,active_fanout_0001,fanout_0001,END,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:42+00:00,2026-05-04T08:26:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,15,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""END"", ""confidence"": 0.79, ""entity_id"": ""END"", ""entry_id"": 1065, ""first_seen_at"": ""2026-05-04T08:26:42+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""END""}"
1066,active_fanout_0001,fanout_0001,COH,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:42+00:00,2026-05-04T08:26:42+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,16,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""COH"", ""confidence"": 0.79, ""entity_id"": ""COH"", ""entry_id"": 1066, ""first_seen_at"": ""2026-05-04T08:26:42+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""COH""}"
1067,active_fanout_0001,fanout_0001,WES,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:43+00:00,2026-05-04T08:26:43+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,17,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""WES"", ""confidence"": 0.79, ""entity_id"": ""WES"", ""entry_id"": 1067, ""first_seen_at"": ""2026-05-04T08:26:43+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""WES""}"
1068,active_fanout_0001,fanout_0001,WBC,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,18,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""WBC"", ""confidence"": 0.79, ""entity_id"": ""WBC"", ""entry_id"": 1068, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""WBC""}"
1069,active_fanout_0001,fanout_0001,KEY,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,19,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""KEY"", ""confidence"": 0.79, ""entity_id"": ""KEY"", ""entry_id"": 1069, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""KEY""}"
1070,active_fanout_0001,fanout_0001,GCM,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,20,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""GCM"", ""confidence"": 0.79, ""entity_id"": ""GCM"", ""entry_id"": 1070, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""GCM""}"
1071,active_fanout_0001,fanout_0001,MAR,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,21,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:56+00:00"", ""company_id"": ""MAR"", ""confidence"": 0.79, ""entity_id"": ""MAR"", ""entry_id"": 1071, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:56+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""MAR""}"
1072,active_fanout_0001,fanout_0001,CLT,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,22,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""CLT"", ""confidence"": 0.79, ""entity_id"": ""CLT"", ""entry_id"": 1072, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""CLT""}"
1073,active_fanout_0001,fanout_0001,WIN,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:44+00:00,2026-05-04T08:26:44+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,23,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""WIN"", ""confidence"": 0.79, ""entity_id"": ""WIN"", ""entry_id"": 1073, ""first_seen_at"": ""2026-05-04T08:26:44+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""WIN""}"
1074,active_fanout_0001,fanout_0001,SKT,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:45+00:00,2026-05-04T08:26:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,24,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""SKT"", ""confidence"": 0.79, ""entity_id"": ""SKT"", ""entry_id"": 1074, ""first_seen_at"": ""2026-05-04T08:26:45+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""SKT""}"
1075,active_fanout_0001,fanout_0001,VCE,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:45+00:00,2026-05-04T08:26:45+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,25,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""VCE"", ""confidence"": 0.79, ""entity_id"": ""VCE"", ""entry_id"": 1075, ""first_seen_at"": ""2026-05-04T08:26:45+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""VCE""}"
1076,active_fanout_0001,fanout_0001,SNW,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:46+00:00,2026-05-04T08:26:46+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,26,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""SNW"", ""confidence"": 0.79, ""entity_id"": ""SNW"", ""entry_id"": 1076, ""first_seen_at"": ""2026-05-04T08:26:46+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""SNW""}"
1077,active_fanout_0001,fanout_0001,LON,risk,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:26:46+00:00,2026-05-04T08:26:46+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,27,200,"{""entry"": {""closed_at"": ""2026-05-13T05:18:57+00:00"", ""company_id"": ""LON"", ""confidence"": 0.79, ""entity_id"": ""LON"", ""entry_id"": 1077, ""first_seen_at"": ""2026-05-04T08:26:46+00:00"", ""last_seen_at"": ""2026-05-13T05:18:57+00:00"", ""materiality"": 0.91, ""metadata"": {""contradicted_entry_ids"": [], ""published_at"": ""2026-05-04T08:15:01Z"", ""replaceable"": false, ""sentiment"": ""mixed"", ""signal_family"": ""risk"", ""signal_kind"": ""risk"", ""speaker"": ""Kneppy Invests"", ""specificity"": 0.78, ""superseded_entry_ids"": [], ""theme_key"": ""capital"", ""themes"": [""capital""], ""time_refs"": []}, ""normalized_statement"": ""pettimed's capital raising at 1 cent per share"", ""persistence"": ""short"", ""reinforcement_count"": 0, ""source"": ""commentary:youtube_transcript"", ""source_id"": ""youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796"", ""statement"": ""Pettimed's capital raising at 1 cent per share"", ""status"": ""expired"", ""type"": ""risk""}, ""ok"": true, ""rule"": ""expire"", ""ticker"": ""LON""}"
