row_id,company_id,memory_type,statement,source,source_id,status_before,status_after,first_seen_at,last_seen_at_after,closed_at_after,cleanup_timestamp,approval_id,mutation_path
1776,ASX,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:50+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1777,TXT,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:50+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1778,XTX,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:50+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1779,A2M,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:50+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1780,ENDV,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:50+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1781,COH,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:51+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1782,BHP,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:51+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1783,WES,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:51+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1784,NAB,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:52+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1785,WBC,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:53+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1786,KEYP,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:53+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:57+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1787,GCMC,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:53+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1788,MARINO,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:53+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1789,CLAR,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:53+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:58+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1790,WIN,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:54+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1791,LIVN,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:54+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1792,SKT,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:54+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1793,VCE,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:54+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1794,SN,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:55+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1795,LION,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:55+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1797,INDE,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:56+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
1798,C79,catalyst,Pettimed's capital raising at 1 cent per share,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-05T04:20:56+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
258,ASX,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:57+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
259,TXT,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:57+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
260,XTX,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:57+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
263,ATLASSIAN,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:58+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
264,NAB,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:58+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
265,BHP,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
269,CLARITY,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:23:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
274,IMRO,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:00+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
275,PENINSULA,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:00+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
277,VERITUS,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:01+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:59+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
278,PETTIMED,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:01+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
279,IMPEDIMED,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:01+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
280,INDE,observed_fact,A2 MILK's share price dropped 10% due to a product recall,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,active,expired,2026-05-04T08:24:01+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:19:00+00:00,2026-05-13T05:18:56+00:00,approved_by_user_20260513_backend_api_pilot_100_20260513_051856,backend_api_company_expire
