row_id,cluster_id,prior_cluster_id,company_id,memory_type,statement,status,confidence,materiality,source,source_id,first_seen_at,last_seen_at,proposed_action,action_basis,cleanup_safe_without_approval,skip_reason
662,active_fanout_0001,fanout_0001,ACCENT GROUP,risk,PETTIMED's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:25:04+00:00,2026-05-04T08:25:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
1799,active_fanout_0001,fanout_0001,A2 MILK,catalyst,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-05T04:20:56+00:00,2026-05-05T04:20:56+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
1800,active_fanout_0001,fanout_0001,ACCENT GROUP,catalyst,Pettimed's capital raising at 1 cent per share,active,0.79,0.91,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-05T04:20:56+00:00,2026-05-05T04:20:56+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
262,active_fanout_0002,fanout_0002,ENDEAVOR GROUP,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:58+00:00,2026-05-04T08:23:58+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
266,active_fanout_0002,fanout_0002,KEY PETROLEUM,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
267,active_fanout_0002,fanout_0002,GCM CORPORATION,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
268,active_fanout_0002,fanout_0002,MARINO AND CO,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
270,active_fanout_0002,fanout_0002,WIN MEDALS,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
271,active_fanout_0002,fanout_0002,AXEN GROUP,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
272,active_fanout_0002,fanout_0002,STRICKLAND METALS,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:23:59+00:00,2026-05-04T08:23:59+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
273,active_fanout_0002,fanout_0002,LION TOWN,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:00+00:00,2026-05-04T08:24:00+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
276,active_fanout_0002,fanout_0002,BRAIN CHIP,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:01+00:00,2026-05-04T08:24:01+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
284,active_fanout_0002,fanout_0002,ACCENT GROUP,observed_fact,A2 MILK's share price dropped 10% due to a product recall,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
289,active_fanout_0003,fanout_0003,ENDEAVOR GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:02+00:00,2026-05-04T08:24:02+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
293,active_fanout_0003,fanout_0003,KEY PETROLEUM,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
294,active_fanout_0003,fanout_0003,GCM CORPORATION,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:03+00:00,2026-05-04T08:24:03+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
295,active_fanout_0003,fanout_0003,MARINO AND CO,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
297,active_fanout_0003,fanout_0003,WIN MEDALS,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
298,active_fanout_0003,fanout_0003,AXEN GROUP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
299,active_fanout_0003,fanout_0003,STRICKLAND METALS,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:04+00:00,2026-05-04T08:24:04+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
300,active_fanout_0003,fanout_0003,LION TOWN,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
303,active_fanout_0003,fanout_0003,BRAIN CHIP,observed_fact,A2 MILK's share price has dropped from almost $10 back to $6.59 in a few months,active,0.82,0.71,commentary:youtube_transcript,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,2026-05-04T08:24:05+00:00,2026-05-04T08:24:05+00:00,status_expire_candidate_after_approval,still_active_from_prior_high_confidence_expire_manifest,no,company_id_not_accepted_by_backend_expiry_api
